id,description,hierarchy_levels,type
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,camera lenses,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,lenses for cameras,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,types of camera lens,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,lenses used in photography,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,types of photographic lenses,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,typology of camera lenses,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,photographic lenses,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,kinds of photographic lenses,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b664c3b7-5839-4805-8e2b-44e0a2c5a1f4,typology of photographic lenses,"[['K', 'K02', 'K021', 'K0211']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,finishing appliance  components,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,finishing appliance  elements,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,coating machine parts,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,coating machine units,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,coating machine items,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,finishing appliance  units,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,finishing appliance  items,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,coating machine elements,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b674787e-e4fa-44d1-9ba7-045d3c882a62,coating machine components,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b6e84c79-b9a3-415a-a1af-6149b3fba650,sport games rules,"[['K', 'K10', 'K101', 'K1014']]",altLabels
b6e84c79-b9a3-415a-a1af-6149b3fba650,sport games regulations,"[['K', 'K10', 'K101', 'K1014']]",altLabels
b6e84c79-b9a3-415a-a1af-6149b3fba650,sports rules,"[['K', 'K10', 'K101', 'K1014']]",altLabels
b6e84c79-b9a3-415a-a1af-6149b3fba650,sport rules,"[['K', 'K10', 'K101', 'K1014']]",altLabels
b6e84c79-b9a3-415a-a1af-6149b3fba650,sport games guidelines,"[['K', 'K10', 'K101', 'K1014']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,lingo,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,lexicon,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,vocabulary,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,terminological,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,language,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,term,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b6f26b50-3914-46ff-8f88-3defb71e007a,terminology,"[['K', 'K02', 'K023', 'K0232']]",altLabels
b70ab677-5781-40b5-9198-d98f4a34310f,study of toxicity,"[['K', 'K05', 'K051', 'K0512']]",altLabels
b70ab677-5781-40b5-9198-d98f4a34310f,study of adverse effects of chemicals,"[['K', 'K05', 'K051', 'K0512']]",altLabels
b70ab677-5781-40b5-9198-d98f4a34310f,toxicology,"[['K', 'K05', 'K051', 'K0512']]",altLabels
b70ab677-5781-40b5-9198-d98f4a34310f,studies of toxicity,"[['K', 'K05', 'K051', 'K0512']]",altLabels
b70ab677-5781-40b5-9198-d98f4a34310f,chemical toxicity,"[['K', 'K05', 'K051', 'K0512']]",altLabels
b729d6bc-326b-46cd-aa63-ea280024b116,nursing care based on proven clinical expertise,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b729d6bc-326b-46cd-aa63-ea280024b116,nursing care based on recent research developments,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b729d6bc-326b-46cd-aa63-ea280024b116,evidence-based nursing care,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b729d6bc-326b-46cd-aa63-ea280024b116,nursing care based on evidence,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b729d6bc-326b-46cd-aa63-ea280024b116,evidence-based nursing principles,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,DMP,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,dance therapy,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,use of dance as a therapeutic treatment,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,dance movement therapy,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,utilisation of dance as a therapeutic treatment,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,DMT,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,implementation of movement and dance activities as a therapeutic treatment,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,dance/movement therapy,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,dance movement psychotherapy,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,implementation of dance as a therapeutic treatment,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b734affd-dc9b-4d8f-9474-b09f933462f0,use of movement and dance as a therapeutic treatment,"[['K', 'K09', 'K091', 'K0917']]",altLabels
b74a4387-80dc-4d78-aab4-11215c86b1dc,characteristics of inorganic chemistry,"[['K', 'K05', 'K053', 'K0531']]",altLabels
b74a4387-80dc-4d78-aab4-11215c86b1dc,inorganic-chemistry,"[['K', 'K05', 'K053', 'K0531']]",altLabels
b74a4387-80dc-4d78-aab4-11215c86b1dc,synthesis and behaviour of inorganic and organometallic compounds,"[['K', 'K05', 'K053', 'K0531']]",altLabels
b74a4387-80dc-4d78-aab4-11215c86b1dc,inorganic chemistry,"[['K', 'K05', 'K053', 'K0531']]",altLabels
b758675a-b03b-4e4b-897c-57ca14b1a3d0,probable correctness theory,"[['K', 'K05', 'K054', 'K0542']]",altLabels
b758675a-b03b-4e4b-897c-57ca14b1a3d0,probability theory,"[['K', 'K05', 'K054', 'K0542']]",altLabels
b758675a-b03b-4e4b-897c-57ca14b1a3d0,probable theory,"[['K', 'K05', 'K054', 'K0542']]",altLabels
b758675a-b03b-4e4b-897c-57ca14b1a3d0,theory of probability,"[['K', 'K05', 'K054', 'K0542']]",altLabels
b758675a-b03b-4e4b-897c-57ca14b1a3d0,theory of probable occurrence of events,"[['K', 'K05', 'K054', 'K0542']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,airport construction geological factors,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,physical environment considerations in airport development,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,airport construction geological considerations,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,geological factors in airport construction,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,geological considerations in airport construction,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,geological factors in airport development,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,geological considerations in airport development,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,construction factors for airports,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,geological characteristics affecting airport construction,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,geological characteristics impacting air-port construction,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b77342f7-8094-4566-aeb3-41e7237e8ff4,physical environment considerations in airport construction,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b78a32fd-e99b-4b65-a01e-4b43b3b90167,communication difficulty,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b78a32fd-e99b-4b65-a01e-4b43b3b90167,communication disorders,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b78a32fd-e99b-4b65-a01e-4b43b3b90167,communicational disorders,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b78a32fd-e99b-4b65-a01e-4b43b3b90167,communication disorder,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b78a32fd-e99b-4b65-a01e-4b43b3b90167,communication delay,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b78a32fd-e99b-4b65-a01e-4b43b3b90167,communication problem,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b7b1d2aa-c489-41c2-9fe3-9b237c0a79c3,the study of water depth,"[['K', 'K05', 'K053', 'K0532']]",altLabels
b7b1d2aa-c489-41c2-9fe3-9b237c0a79c3,bathymetry,"[['K', 'K05', 'K053', 'K0532']]",altLabels
b7b381f5-7de2-4f91-9a8f-524041cb47d9,science of control engineering,"[['K', 'K07', 'K071', 'K0714']]",altLabels
b7b381f5-7de2-4f91-9a8f-524041cb47d9,discipline control engineering,"[['K', 'K07', 'K071', 'K0714']]",altLabels
b7b381f5-7de2-4f91-9a8f-524041cb47d9,discipline of instrumentation engineering,"[['K', 'K07', 'K071', 'K0714']]",altLabels
b7b381f5-7de2-4f91-9a8f-524041cb47d9,control engineering,"[['K', 'K07', 'K071', 'K0714']]",altLabels
b7b381f5-7de2-4f91-9a8f-524041cb47d9,science of instrumentation engineering,"[['K', 'K07', 'K071', 'K0714']]",altLabels
b7b381f5-7de2-4f91-9a8f-524041cb47d9,instrumentation engineering,"[['K', 'K07', 'K071', 'K0714']]",altLabels
b7cd09b7-58d8-4f2e-87de-613ae629f270,pharmacokinetic principles,"[['K', 'K09', 'K091', 'K0916']]",altLabels
b7cd09b7-58d8-4f2e-87de-613ae629f270,pharmacokinetics,"[['K', 'K09', 'K091', 'K0916']]",altLabels
b7cd09b7-58d8-4f2e-87de-613ae629f270,study of pharmacokinetics,"[['K', 'K09', 'K091', 'K0916']]",altLabels
b7ff512a-8bce-4918-b11b-7c388892472c,use of defibrillators,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b7ff512a-8bce-4918-b11b-7c388892472c,defibrillation,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b7ff512a-8bce-4918-b11b-7c388892472c,terminating dysrhythmia of heart muscle through use of defibrillator,"[['K', 'K09', 'K091', 'K0913']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of climatic conditions on air traffic management,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,study of aviation climatic conditions,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,aspects of aviation meteorology,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,study of aviation weather conditions,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of weather on air traffic management,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,aviation meteorology,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of weather conditions on aviation,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,principles of aviation meteorology,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,meteorology for aviation,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,aviation meteorology features,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,aviation meteorology principles,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b80b624d-8fa5-4a88-a12f-9d56880eddef,impact of climatic conditions on aviation,"[['K', 'K05', 'K053', 'K0532'], ['K', 'K10', 'K104', 'K1041']]",altLabels
b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic fibres,"[['K', 'K07', 'K072', 'K0722']]",altLabels
b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic paper,"[['K', 'K07', 'K072', 'K0722']]",altLabels
b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic rubber,"[['K', 'K07', 'K072', 'K0722']]",altLabels
b81a56c8-959d-45cf-a8b7-08227f84301f,materials which are synthetic,"[['K', 'K07', 'K072', 'K0722']]",altLabels
b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic materials,"[['K', 'K07', 'K072', 'K0722']]",altLabels
b81a56c8-959d-45cf-a8b7-08227f84301f,synthetic resins,"[['K', 'K07', 'K072', 'K0722']]",altLabels
b856655a-ee98-481f-a5a3-b0abc45f6ad5,gastronomy innovation,"[['K', 'K07', 'K072', 'K0721']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,range of plant harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,typology of plant and crop harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,plant and crop harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,plant harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,methods of plant harvesting,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,methods of plant and crop harvesting,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,range of plant and crop harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,types of plant and crop harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,typology of plant harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b8931778-5f34-41a3-8200-b52357f70e74,types of plant harvest methods,"[['K', 'K08', 'K081', 'K0811']]",altLabels
b895bd42-0009-4815-a150-eb9eb5caec21,stock exchange,"[['K', 'K04', 'K041', 'K0412']]",altLabels
b895bd42-0009-4815-a150-eb9eb5caec21,financial market,"[['K', 'K04', 'K041', 'K0412']]",altLabels
b895bd42-0009-4815-a150-eb9eb5caec21,trade market,"[['K', 'K04', 'K041', 'K0412']]",altLabels
b895bd42-0009-4815-a150-eb9eb5caec21,stock market,"[['K', 'K04', 'K041', 'K0412']]",altLabels
b895bd42-0009-4815-a150-eb9eb5caec21,stock markets,"[['K', 'K04', 'K041', 'K0412']]",altLabels
b895bd42-0009-4815-a150-eb9eb5caec21,investment market,"[['K', 'K04', 'K041', 'K0412']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,discipline of dentistry,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,dentistry skills,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,dentist science,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,knowledge on dentistry,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,science of dentistry,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,study on dentistry,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,dentistry science,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8990fac-b9d6-4c9a-980c-fd6753757106,studies on dentistry,"[['K', 'K09', 'K091', 'K0911']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packing,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packaging manufacture,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packaging production,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packaging within engineering,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,engineering packaging,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,engineering,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packaging fabrication,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packaging engineering,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8ac179c-4a29-4467-9177-031daf1321d6,packaging manufacturing,"[['K', 'K07', 'K071', 'K0711']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,typology of MEMS,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,micro-electro-mechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,typology of miniaturised electro-mechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,MEMS,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,typology of micro-electro-mechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,types of micro-electro-mechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,types of miniaturised electromechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,typology of miniaturised electromechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,types of MEMS,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,miniaturised electro-mechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,types of microelectromechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,miniaturised electromechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,microelectromechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,typology of microelectromechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8b2a035-38f0-4c0e-94ee-edefc266c643,types of miniaturised electro-mechanical systems,"[['K', 'K07', 'K071', 'K0715']]",altLabels
b8c01891-e3df-4a4b-948d-95b45e1788f5,windows phone software frameworks,"[['K', 'K06', 'K061', 'K0613']]",altLabels
b8c01891-e3df-4a4b-948d-95b45e1788f5,mobile phone software frameworks,"[['K', 'K06', 'K061', 'K0613']]",altLabels
b8c01891-e3df-4a4b-948d-95b45e1788f5,iOS software frameworks,"[['K', 'K06', 'K061', 'K0613']]",altLabels
b8c01891-e3df-4a4b-948d-95b45e1788f5,android software frameworks,"[['K', 'K06', 'K061', 'K0613']]",altLabels
b8c01891-e3df-4a4b-948d-95b45e1788f5,cell phone  device software frameworks,"[['K', 'K06', 'K061', 'K0613']]",altLabels
b8e6eb75-7e0f-4836-83a8-93ef5f41cec0,liver-related disorders and diseases,"[['K', 'K09', 'K091', 'K0912']]",altLabels
b8e6eb75-7e0f-4836-83a8-93ef5f41cec0,hepatology,"[['K', 'K09', 'K091', 'K0912']]",altLabels
b8e6eb75-7e0f-4836-83a8-93ef5f41cec0,"study of liver, gallbladder and pancreas diseases","[['K', 'K09', 'K091', 'K0912']]",altLabels
b8e6eb75-7e0f-4836-83a8-93ef5f41cec0,hepatology studies,"[['K', 'K09', 'K091', 'K0912']]",altLabels
b8eb2517-37d8-43e6-9856-9c29d5c51fde,FileMaker Pro,"[['K', 'K06', 'K061', 'K0612']]",altLabels
b8eb2517-37d8-43e6-9856-9c29d5c51fde,FileMaker Go,"[['K', 'K06', 'K061', 'K0612']]",altLabels
b8eb2517-37d8-43e6-9856-9c29d5c51fde,FileMaker,"[['K', 'K06', 'K061', 'K0612']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,study of water reuse principles,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,science of water reuse,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,water re-use,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,principles of water reuse,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,re-use of water,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,reuse of water,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,methods for water reuse,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,techniques for water reuse,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,range of water reuse principles,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b970e437-2f8b-42e3-ae49-6718a0cca44f,water reuse,"[['K', 'K07', 'K073', 'K0732']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,electrical drives,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,single-motor drive,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,multi motor drive,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,electric-powered drives,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,electric drives,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,electrically-powered drives,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b979d9ae-37c2-4d1f-b8b8-7539f913cb19,group motor drive,"[['K', 'K07', 'K071', 'K0716']]",altLabels
b97f4aef-ccda-4d55-8587-d62be69755b2,refractive error examination,"[['K', 'K09', 'K091', 'K0914']]",altLabels
b97f4aef-ccda-4d55-8587-d62be69755b2,refraction of the eye,"[['K', 'K09', 'K091', 'K0914']]",altLabels
b97f4aef-ccda-4d55-8587-d62be69755b2,refraction of the eyes,"[['K', 'K09', 'K091', 'K0914']]",altLabels
b97f4aef-ccda-4d55-8587-d62be69755b2,refractive error testing,"[['K', 'K09', 'K091', 'K0914']]",altLabels
b9b572bf-5e50-4588-8aa0-a42a49332467,characteristics and methods of psychological interventions,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b9b572bf-5e50-4588-8aa0-a42a49332467,psychological methods to instigate change in human behaviour,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b9b572bf-5e50-4588-8aa0-a42a49332467,psychological interventions,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b9b572bf-5e50-4588-8aa0-a42a49332467,psychological intervention,"[['K', 'K03', 'K031', 'K0313']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap parts,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,a waste and scrap product,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap stock,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap product,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap brands,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap products,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap commodities,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",altLabels
ba04b19b-0b18-4d5c-b799-4db31a98e58d,Research In Motion BlackBerry,"[['K', 'K06', 'K061', 'K0613']]",altLabels
ba04b19b-0b18-4d5c-b799-4db31a98e58d,CrackBerry,"[['K', 'K06', 'K061', 'K0613']]",altLabels
ba04b19b-0b18-4d5c-b799-4db31a98e58d,RIM BlackBerry,"[['K', 'K06', 'K061', 'K0613']]",altLabels
ba04b19b-0b18-4d5c-b799-4db31a98e58d,BlackBerry,"[['K', 'K06', 'K061', 'K0613']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,anodising tank procedure,"[['K', 'K07', 'K071', 'K0715']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,anodising tank operations,"[['K', 'K07', 'K071', 'K0715']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,electrolytic passivation measures,"[['K', 'K07', 'K071', 'K0715']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,anodising tank mechanisms,"[['K', 'K07', 'K071', 'K0715']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,electrolytic passivation mechanisms,"[['K', 'K07', 'K071', 'K0715']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,anodising tank measures,"[['K', 'K07', 'K071', 'K0715']]",altLabels
ba2cadad-8d63-4761-9435-adcc034747db,electrolytic passivation process,"[['K', 'K07', 'K071', 'K0715']]",altLabels
